ratio,count,mean_score,median_score,std_score,p10_score,p90_score,mean_keep_fraction,mean_kv_cache_mb
0.2,120,0.8948608119040727,0.8640375137329102,0.3270320013100174,0.5261394441127777,1.2727642297744755,0.798924512987013,5.396484375
0.4,120,0.8016900941729546,0.7546016573905945,0.29244339171026346,0.46028064489364623,1.161496222019196,0.5991511093073593,4.0458984375
0.6,120,0.6390876093258461,0.6147730052471161,0.23762198778612406,0.37584700584411623,0.9658043682575226,0.3986336580086581,2.6953125
0.8,120,0.5897399884959061,0.5637497007846832,0.23059255106668464,0.32034131288528445,0.9357501983642578,0.19859983766233763,1.341796875
